timestamp,building,building_type,occupancy,energy_kwh,temperature_f,event
2026-05-25T15:00,Science Library,Study,111,103.96,74.6,normal
2026-05-25T15:00,Student Center,Dining,55,105.63,74.6,normal
2026-05-25T15:00,Mesa Housing,Residence,58,86.24,74.6,normal
2026-05-25T15:00,Arts Annex,Studio,32,53.67,74.6,normal
2026-05-25T15:00,Bio Research,Lab,50,121.06,74.6,normal
2026-05-25T16:00,Engineering Hall,Lab,54,107.05,74.7,normal
2026-05-25T16:00,Science Library,Study,107,98.39,74.7,normal
2026-05-25T16:00,Student Center,Dining,58,109.55,74.7,normal
2026-05-25T16:00,Mesa Housing,Residence,65,89.72,74.7,normal
2026-05-25T16:00,Arts Annex,Studio,26,52.69,74.7,normal
2026-05-25T16:00,Bio Research,Lab,53,122.48,74.7,normal
2026-05-25T17:00,Engineering Hall,Lab,75,126.96,78.7,normal
2026-05-25T17:00,Science Library,Study,79,91.55,78.7,normal
2026-05-25T17:00,Student Center,Dining,98,127.9,78.7,normal
2026-05-25T17:00,Mesa Housing,Residence,53,89.41,78.7,normal
2026-05-25T17:00,Arts Annex,Studio,32,54.53,78.7,normal
2026-05-25T17:00,Bio Research,Lab,53,126.4,78.7,normal
2026-05-25T18:00,Engineering Hall,Lab,36,108.13,79.4,normal
2026-05-25T18:00,Science Library,Study,98,99.3,79.4,normal
2026-05-25T18:00,Student Center,Dining,105,134.0,79.4,normal
2026-05-25T18:00,Mesa Housing,Residence,62,91.55,79.4,normal
2026-05-25T18:00,Arts Annex,Studio,26,58.27,79.4,normal
2026-05-25T18:00,Bio Research,Lab,32,116.35,79.4,normal
2026-05-25T19:00,Engineering Hall,Lab,43,111.85,77.0,normal
2026-05-25T19:00,Science Library,Study,83,97.78,77.0,normal
2026-05-25T19:00,Student Center,Dining,108,132.37,77.0,normal
2026-05-25T19:00,Mesa Housing,Residence,47,92.41,77.0,normal
2026-05-25T19:00,Arts Annex,Studio,20,52.78,77.0,normal
2026-05-25T19:00,Bio Research,Lab,48,113.96,77.0,normal
2026-05-25T20:00,Engineering Hall,Lab,35,108.21,78.9,normal
2026-05-25T20:00,Science Library,Study,111,110.54,78.9,normal
2026-05-25T20:00,Student Center,Dining,50,109.7,78.9,normal
2026-05-25T20:00,Mesa Housing,Residence,48,94.4,78.9,normal
2026-05-25T20:00,Arts Annex,Studio,26,54.53,78.9,normal
2026-05-25T20:00,Bio Research,Lab,31,117.03,78.9,normal
2026-05-25T21:00,Engineering Hall,Lab,37,111.05,79.2,normal
2026-05-25T21:00,Science Library,Study,51,84.05,79.2,normal
2026-05-25T21:00,Student Center,Dining,32,102.17,79.2,normal
2026-05-25T21:00,Mesa Housing,Residence,54,97.75,79.2,normal
2026-05-25T21:00,Arts Annex,Studio,16,52.24,79.2,normal
2026-05-25T21:00,Bio Research,Lab,34,117.88,79.2,normal
2026-05-25T22:00,Engineering Hall,Lab,18,90.5,75.4,normal
2026-05-25T22:00,Science Library,Study,52,79.08,75.4,normal
2026-05-25T22:00,Student Center,Dining,25,86.46,75.4,normal
2026-05-25T22:00,Mesa Housing,Residence,77,100.18,75.4,normal
2026-05-25T22:00,Arts Annex,Studio,14,49.87,75.4,normal
2026-05-25T22:00,Bio Research,Lab,16,105.77,75.4,normal
2026-05-25T23:00,Engineering Hall,Lab,25,96.86,74.6,normal
2026-05-25T23:00,Science Library,Study,41,76.05,74.6,normal
2026-05-25T23:00,Student Center,Dining,18,81.68,74.6,normal
2026-05-25T23:00,Mesa Housing,Residence,59,87.11,74.6,normal
2026-05-25T23:00,Arts Annex,Studio,10,42.35,74.6,normal
2026-05-25T23:00,Bio Research,Lab,22,108.53,74.6,normal
2026-05-26T00:00,Engineering Hall,Lab,17,85.34,69.3,normal
2026-05-26T00:00,Science Library,Study,23,66.41,69.3,normal
2026-05-26T00:00,Student Center,Dining,14,76.63,69.3,normal
2026-05-26T00:00,Mesa Housing,Residence,83,94.89,69.3,normal
2026-05-26T00:00,Arts Annex,Studio,8,45.37,69.3,normal
2026-05-26T00:00,Bio Research,Lab,15,96.19,69.3,normal
2026-05-26T01:00,Engineering Hall,Lab,19,89.08,65.5,normal
2026-05-26T01:00,Science Library,Study,23,61.67,65.5,normal
2026-05-26T01:00,Student Center,Dining,15,77.47,65.5,normal
2026-05-26T01:00,Mesa Housing,Residence,113,108.23,65.5,normal
2026-05-26T01:00,Arts Annex,Studio,8,41.91,65.5,normal
2026-05-26T01:00,Bio Research,Lab,13,97.57,65.5,normal
2026-05-26T02:00,Engineering Hall,Lab,12,85.43,64.6,normal
2026-05-26T02:00,Science Library,Study,26,69.38,64.6,normal
2026-05-26T02:00,Student Center,Dining,14,79.91,64.6,normal
2026-05-26T02:00,Mesa Housing,Residence,109,101.44,64.6,normal
2026-05-26T02:00,Arts Annex,Studio,9,37.4,64.6,normal
2026-05-26T02:00,Bio Research,Lab,15,98.13,64.6,normal
2026-05-26T03:00,Engineering Hall,Lab,13,87.08,61.3,normal
2026-05-26T03:00,Science Library,Study,24,61.42,61.3,normal
2026-05-26T03:00,Student Center,Dining,16,82.66,61.3,normal
2026-05-26T03:00,Mesa Housing,Residence,67,90.29,61.3,normal
2026-05-26T03:00,Arts Annex,Studio,12,42.8,61.3,normal
2026-05-26T03:00,Bio Research,Lab,15,98.03,61.3,normal
2026-05-26T04:00,Engineering Hall,Lab,19,97.09,56.7,normal
2026-05-26T04:00,Science Library,Study,30,69.06,56.7,normal
2026-05-26T04:00,Student Center,Dining,25,91.25,56.7,normal
2026-05-26T04:00,Mesa Housing,Residence,99,100.23,56.7,normal
2026-05-26T04:00,Arts Annex,Studio,10,40.68,56.7,normal
2026-05-26T04:00,Bio Research,Lab,24,109.26,56.7,normal
2026-05-26T05:00,Engineering Hall,Lab,30,95.36,54.9,normal
2026-05-26T05:00,Science Library,Study,27,72.64,54.9,normal
2026-05-26T05:00,Student Center,Dining,25,94.6,54.9,normal
2026-05-26T05:00,Mesa Housing,Residence,102,106.13,54.9,normal
2026-05-26T05:00,Arts Annex,Studio,18,47.81,54.9,normal
2026-05-26T05:00,Bio Research,Lab,27,111.32,54.9,normal
2026-05-26T06:00,Engineering Hall,Lab,33,103.01,54.9,normal
2026-05-26T06:00,Science Library,Study,35,74.6,54.9,normal
2026-05-26T06:00,Student Center,Dining,20,84.1,54.9,normal
2026-05-26T06:00,Mesa Housing,Residence,93,103.8,54.9,normal
2026-05-26T06:00,Arts Annex,Studio,19,46.56,54.9,normal
2026-05-26T06:00,Bio Research,Lab,17,98.08,54.9,normal
2026-05-26T07:00,Engineering Hall,Lab,43,106.78,54.2,normal
2026-05-26T07:00,Science Library,Study,42,79.42,54.2,normal
2026-05-26T07:00,Student Center,Dining,22,87.17,54.2,normal
2026-05-26T07:00,Mesa Housing,Residence,73,100.73,54.2,normal
2026-05-26T07:00,Arts Annex,Studio,25,48.04,54.2,normal
2026-05-26T07:00,Bio Research,Lab,42,113.4,54.2,normal
2026-05-26T08:00,Engineering Hall,Lab,62,108.87,56.5,normal
2026-05-26T08:00,Science Library,Study,39,69.77,56.5,normal
2026-05-26T08:00,Student Center,Dining,23,88.93,56.5,normal
2026-05-26T08:00,Mesa Housing,Residence,95,98.9,56.5,normal
2026-05-26T08:00,Arts Annex,Studio,32,52.24,56.5,normal
2026-05-26T08:00,Bio Research,Lab,36,107.49,56.5,normal
2026-05-26T09:00,Engineering Hall,Lab,40,102.88,58.1,normal
2026-05-26T09:00,Science Library,Study,50,80.34,58.1,normal
2026-05-26T09:00,Student Center,Dining,59,103.12,58.1,normal
2026-05-26T09:00,Mesa Housing,Residence,84,100.11,58.1,normal
2026-05-26T09:00,Arts Annex,Studio,29,49.26,58.1,normal
2026-05-26T09:00,Bio Research,Lab,40,112.8,58.1,normal
2026-05-26T10:00,Engineering Hall,Lab,57,106.54,57.4,normal
2026-05-26T10:00,Science Library,Study,90,96.96,57.4,normal
2026-05-26T10:00,Student Center,Dining,90,121.93,57.4,normal
2026-05-26T10:00,Mesa Housing,Residence,69,93.04,57.4,normal
2026-05-26T10:00,Arts Annex,Studio,51,64.05,57.4,normal
2026-05-26T10:00,Bio Research,Lab,68,126.7,57.4,normal
2026-05-26T11:00,Engineering Hall,Lab,68,110.84,60.3,normal
2026-05-26T11:00,Science Library,Study,70,86.32,60.3,normal
2026-05-26T11:00,Student Center,Dining,85,120.1,60.3,normal
2026-05-26T11:00,Mesa Housing,Residence,57,89.05,60.3,normal
2026-05-26T11:00,Arts Annex,Studio,50,61.84,60.3,normal
2026-05-26T11:00,Bio Research,Lab,69,127.38,60.3,normal
2026-05-26T12:00,Engineering Hall,Lab,55,104.92,64.1,normal
2026-05-26T12:00,Science Library,Study,65,82.34,64.1,normal
2026-05-26T12:00,Student Center,Dining,122,137.48,64.1,normal
2026-05-26T12:00,Mesa Housing,Residence,44,83.36,64.1,normal
2026-05-26T12:00,Arts Annex,Studio,33,48.22,64.1,normal
2026-05-26T12:00,Bio Research,Lab,76,125.85,64.1,normal
2026-05-26T13:00,Engineering Hall,Lab,58,111.47,68.5,normal
2026-05-26T13:00,Science Library,Study,102,95.91,68.5,normal
2026-05-26T13:00,Student Center,Dining,86,119.85,68.5,normal
2026-05-26T13:00,Mesa Housing,Residence,51,88.33,68.5,normal
2026-05-26T13:00,Arts Annex,Studio,28,53.09,68.5,normal
2026-05-26T13:00,Bio Research,Lab,90,127.13,68.5,normal
2026-05-26T14:00,Engineering Hall,Lab,72,112.76,72.1,normal
2026-05-26T14:00,Science Library,Study,98,90.92,72.1,normal
2026-05-26T14:00,Student Center,Dining,90,118.78,72.1,normal
2026-05-26T14:00,Mesa Housing,Residence,66,88.34,72.1,normal
2026-05-26T14:00,Arts Annex,Studio,42,52.53,72.1,normal
2026-05-26T14:00,Bio Research,Lab,55,115.85,72.1,normal
2026-05-26T15:00,Engineering Hall,Lab,49,110.67,73.0,normal
2026-05-26T15:00,Science Library,Study,91,95.51,73.0,normal
2026-05-26T15:00,Student Center,Dining,65,105.54,73.0,normal
2026-05-26T15:00,Mesa Housing,Residence,51,85.47,73.0,normal
2026-05-26T15:00,Arts Annex,Studio,31,47.36,73.0,normal
2026-05-26T15:00,Bio Research,Lab,52,119.73,73.0,normal
2026-05-26T16:00,Engineering Hall,Lab,60,110.47,75.8,normal
2026-05-26T16:00,Science Library,Study,82,90.49,75.8,normal
2026-05-26T16:00,Student Center,Dining,80,117.36,75.8,normal
2026-05-26T16:00,Mesa Housing,Residence,60,93.19,75.8,normal
2026-05-26T16:00,Arts Annex,Studio,30,56.84,75.8,normal
2026-05-26T16:00,Bio Research,Lab,77,130.86,75.8,normal
2026-05-26T17:00,Engineering Hall,Lab,43,110.88,77.4,normal
2026-05-26T17:00,Science Library,Study,71,91.31,77.4,normal
2026-05-26T17:00,Student Center,Dining,85,125.72,77.4,normal
2026-05-26T17:00,Mesa Housing,Residence,56,92.95,77.4,normal
2026-05-26T17:00,Arts Annex,Studio,22,47.75,77.4,normal
2026-05-26T17:00,Bio Research,Lab,64,129.9,77.4,normal
2026-05-26T18:00,Engineering Hall,Lab,58,115.97,79.3,normal
2026-05-26T18:00,Science Library,Study,115,105.7,79.3,normal
2026-05-26T18:00,Student Center,Dining,108,130.15,79.3,normal
2026-05-26T18:00,Mesa Housing,Residence,57,92.75,79.3,normal
2026-05-26T18:00,Arts Annex,Studio,30,59.1,79.3,normal
2026-05-26T18:00,Bio Research,Lab,48,120.37,79.3,normal
2026-05-26T19:00,Engineering Hall,Lab,27,102.93,79.0,normal
2026-05-26T19:00,Science Library,Study,58,86.08,79.0,normal
2026-05-26T19:00,Student Center,Dining,72,121.63,79.0,normal
2026-05-26T19:00,Mesa Housing,Residence,39,90.0,79.0,normal
2026-05-26T19:00,Arts Annex,Studio,26,58.69,79.0,normal
2026-05-26T19:00,Bio Research,Lab,48,116.26,79.0,normal
2026-05-26T20:00,Engineering Hall,Lab,25,96.25,77.0,normal
2026-05-26T20:00,Science Library,Study,86,97.7,77.0,normal
2026-05-26T20:00,Student Center,Dining,54,104.73,77.0,normal
2026-05-26T20:00,Mesa Housing,Residence,56,90.18,77.0,normal
2026-05-26T20:00,Arts Annex,Studio,20,56.17,77.0,normal
2026-05-26T20:00,Bio Research,Lab,25,109.77,77.0,normal
2026-05-26T21:00,Engineering Hall,Lab,31,107.63,78.8,normal
2026-05-26T21:00,Science Library,Study,92,94.81,78.8,normal
2026-05-26T21:00,Student Center,Dining,40,101.33,78.8,normal
2026-05-26T21:00,Mesa Housing,Residence,44,83.67,78.8,normal
2026-05-26T21:00,Arts Annex,Studio,12,50.34,78.8,normal
2026-05-26T21:00,Bio Research,Lab,24,112.33,78.8,normal
2026-05-26T22:00,Engineering Hall,Lab,30,96.21,75.7,normal
2026-05-26T22:00,Science Library,Study,70,82.38,75.7,normal
2026-05-26T22:00,Student Center,Dining,24,93.21,75.7,normal
2026-05-26T22:00,Mesa Housing,Residence,85,100.47,75.7,normal
2026-05-26T22:00,Arts Annex,Studio,9,41.65,75.7,normal
2026-05-26T22:00,Bio Research,Lab,28,111.89,75.7,normal
2026-05-26T23:00,Engineering Hall,Lab,14,94.53,73.3,normal
2026-05-26T23:00,Science Library,Study,51,81.4,73.3,normal
2026-05-26T23:00,Student Center,Dining,25,89.8,73.3,normal
2026-05-26T23:00,Mesa Housing,Residence,78,94.32,73.3,normal
2026-05-26T23:00,Arts Annex,Studio,8,39.42,73.3,normal
2026-05-26T23:00,Bio Research,Lab,15,102.8,73.3,normal
2026-05-27T00:00,Engineering Hall,Lab,18,89.0,69.7,normal
2026-05-27T00:00,Science Library,Study,25,61.66,69.7,normal
2026-05-27T00:00,Student Center,Dining,28,89.63,69.7,normal
2026-05-27T00:00,Mesa Housing,Residence,96,105.49,69.7,normal
2026-05-27T00:00,Arts Annex,Studio,6,40.06,69.7,normal
2026-05-27T00:00,Bio Research,Lab,16,96.92,69.7,normal
2026-05-27T01:00,Engineering Hall,Lab,20,90.56,68.1,normal
2026-05-27T01:00,Science Library,Study,25,60.56,68.1,normal
2026-05-27T01:00,Student Center,Dining,17,86.86,68.1,normal
2026-05-27T01:00,Mesa Housing,Residence,95,98.93,68.1,normal
2026-05-27T01:00,Arts Annex,Studio,11,41.83,68.1,normal
2026-05-27T01:00,Bio Research,Lab,15,99.68,68.1,normal
2026-05-27T02:00,Engineering Hall,Lab,17,93.21,62.2,normal
2026-05-27T02:00,Science Library,Study,26,61.47,62.2,normal
2026-05-27T02:00,Student Center,Dining,15,83.06,62.2,normal
2026-05-27T02:00,Mesa Housing,Residence,105,106.54,62.2,normal
2026-05-27T02:00,Arts Annex,Studio,8,37.48,62.2,normal
2026-05-27T02:00,Bio Research,Lab,9,93.53,62.2,normal
2026-05-27T03:00,Engineering Hall,Lab,14,86.04,60.4,normal
2026-05-27T03:00,Science Library,Study,18,62.87,60.4,normal
2026-05-27T03:00,Student Center,Dining,21,83.85,60.4,normal
2026-05-27T03:00,Mesa Housing,Residence,63,87.69,60.4,normal
2026-05-27T03:00,Arts Annex,Studio,7,42.89,60.4,normal
2026-05-27T03:00,Bio Research,Lab,13,96.91,60.4,normal
2026-05-27T04:00,Engineering Hall,Lab,18,88.9,57.7,normal
2026-05-27T04:00,Science Library,Study,33,74.81,57.7,normal
2026-05-27T04:00,Student Center,Dining,28,90.48,57.7,normal
2026-05-27T04:00,Mesa Housing,Residence,72,92.87,57.7,normal
2026-05-27T04:00,Arts Annex,Studio,8,41.8,57.7,normal
2026-05-27T04:00,Bio Research,Lab,17,96.96,57.7,normal
2026-05-27T05:00,Engineering Hall,Lab,22,95.45,56.3,normal
2026-05-27T05:00,Science Library,Study,20,63.93,56.3,normal
2026-05-27T05:00,Student Center,Dining,17,86.29,56.3,normal
2026-05-27T05:00,Mesa Housing,Residence,99,101.95,56.3,normal
2026-05-27T05:00,Arts Annex,Studio,9,42.94,56.3,normal
2026-05-27T05:00,Bio Research,Lab,28,105.21,56.3,normal
2026-05-27T06:00,Engineering Hall,Lab,36,100.51,55.9,normal
2026-05-27T06:00,Science Library,Study,30,73.73,55.9,normal
2026-05-27T06:00,Student Center,Dining,28,95.49,55.9,normal
2026-05-27T06:00,Mesa Housing,Residence,67,91.37,55.9,normal
2026-05-27T06:00,Arts Annex,Studio,22,46.89,55.9,normal
2026-05-27T06:00,Bio Research,Lab,23,109.59,55.9,normal
2026-05-27T07:00,Engineering Hall,Lab,32,101.81,56.9,normal
2026-05-27T07:00,Science Library,Study,40,74.69,56.9,normal
2026-05-27T07:00,Student Center,Dining,22,85.99,56.9,normal
2026-05-27T07:00,Mesa Housing,Residence,107,106.65,56.9,normal
2026-05-27T07:00,Arts Annex,Studio,16,47.79,56.9,normal
2026-05-27T07:00,Bio Research,Lab,37,111.0,56.9,normal
2026-05-27T08:00,Engineering Hall,Lab,50,112.98,56.1,normal
2026-05-27T08:00,Science Library,Study,48,79.55,56.1,normal
2026-05-27T08:00,Student Center,Dining,34,91.5,56.1,normal
2026-05-27T08:00,Mesa Housing,Residence,95,106.79,56.1,normal
2026-05-27T08:00,Arts Annex,Studio,33,52.86,56.1,normal
2026-05-27T08:00,Bio Research,Lab,44,115.35,56.1,normal
2026-05-27T09:00,Engineering Hall,Lab,65,117.72,55.6,normal
2026-05-27T09:00,Science Library,Study,71,82.49,55.6,normal
2026-05-27T09:00,Student Center,Dining,68,110.55,55.6,normal
2026-05-27T09:00,Mesa Housing,Residence,73,95.66,55.6,normal
2026-05-27T09:00,Arts Annex,Studio,43,59.64,55.6,normal
2026-05-27T09:00,Bio Research,Lab,55,122.05,55.6,normal
2026-05-27T10:00,Engineering Hall,Lab,86,124.17,58.0,normal
2026-05-27T10:00,Science Library,Study,75,82.86,58.0,normal
2026-05-27T10:00,Student Center,Dining,83,118.47,58.0,normal
2026-05-27T10:00,Mesa Housing,Residence,65,92.74,58.0,normal
2026-05-27T10:00,Arts Annex,Studio,26,55.05,58.0,normal
2026-05-27T10:00,Bio Research,Lab,69,122.97,58.0,normal
2026-05-27T11:00,Engineering Hall,Lab,96,125.43,62.0,normal
2026-05-27T11:00,Science Library,Study,50,72.61,62.0,normal
2026-05-27T11:00,Student Center,Dining,88,117.34,62.0,normal
2026-05-27T11:00,Mesa Housing,Residence,70,91.68,62.0,normal
2026-05-27T11:00,Arts Annex,Studio,39,51.64,62.0,normal
2026-05-27T11:00,Bio Research,Lab,78,126.58,62.0,normal
2026-05-27T12:00,Engineering Hall,Lab,66,107.74,63.9,normal
2026-05-27T12:00,Science Library,Study,60,78.08,63.9,normal
2026-05-27T12:00,Student Center,Dining,125,131.66,63.9,normal
2026-05-27T12:00,Mesa Housing,Residence,81,91.5,63.9,normal
2026-05-27T12:00,Arts Annex,Studio,37,51.55,63.9,normal
2026-05-27T12:00,Bio Research,Lab,54,115.0,63.9,normal
2026-05-27T13:00,Engineering Hall,Lab,71,116.73,66.9,normal
2026-05-27T13:00,Science Library,Study,76,83.17,66.9,normal
2026-05-27T13:00,Student Center,Dining,106,122.23,66.9,normal
2026-05-27T13:00,Mesa Housing,Residence,72,93.17,66.9,normal
2026-05-27T13:00,Arts Annex,Studio,48,52.65,66.9,normal
2026-05-27T13:00,Bio Research,Lab,91,128.83,66.9,normal
2026-05-27T14:00,Engineering Hall,Lab,55,108.09,68.8,normal
2026-05-27T14:00,Science Library,Study,121,100.06,68.8,normal
2026-05-27T14:00,Student Center,Dining,65,102.58,68.8,normal
2026-05-27T14:00,Mesa Housing,Residence,61,86.85,68.8,normal
2026-05-27T14:00,Arts Annex,Studio,27,49.49,68.8,normal
2026-05-27T14:00,Bio Research,Lab,52,115.22,68.8,normal
2026-05-27T15:00,Engineering Hall,Lab,79,116.07,72.6,normal
2026-05-27T15:00,Science Library,Study,110,102.14,72.6,normal
2026-05-27T15:00,Student Center,Dining,35,87.49,72.6,normal
2026-05-27T15:00,Mesa Housing,Residence,68,87.66,72.6,normal
2026-05-27T15:00,Arts Annex,Studio,34,51.09,72.6,normal
2026-05-27T15:00,Bio Research,Lab,52,118.53,72.6,normal
2026-05-27T16:00,Engineering Hall,Lab,70,119.23,75.6,normal
2026-05-27T16:00,Science Library,Study,101,99.76,75.6,normal
2026-05-27T16:00,Student Center,Dining,58,109.68,75.6,normal
2026-05-27T16:00,Mesa Housing,Residence,58,93.49,75.6,normal
2026-05-27T16:00,Arts Annex,Studio,41,55.39,75.6,normal
2026-05-27T16:00,Bio Research,Lab,62,118.48,75.6,normal
2026-05-27T17:00,Engineering Hall,Lab,41,103.51,75.9,normal
2026-05-27T17:00,Science Library,Study,72,89.86,75.9,normal
2026-05-27T17:00,Student Center,Dining,86,119.66,75.9,normal
2026-05-27T17:00,Mesa Housing,Residence,41,83.14,75.9,normal
2026-05-27T17:00,Arts Annex,Studio,25,53.3,75.9,normal
2026-05-27T17:00,Bio Research,Lab,59,123.14,75.9,normal
2026-05-27T18:00,Engineering Hall,Lab,51,115.02,80.6,normal
2026-05-27T18:00,Science Library,Study,68,89.64,80.6,normal
2026-05-27T18:00,Student Center,Dining,91,123.62,80.6,normal
2026-05-27T18:00,Mesa Housing,Residence,51,88.3,80.6,normal
2026-05-27T18:00,Arts Annex,Studio,20,58.4,80.6,normal
2026-05-27T18:00,Bio Research,Lab,59,126.87,80.6,normal
2026-05-27T19:00,Engineering Hall,Lab,47,110.69,79.0,normal
2026-05-27T19:00,Science Library,Study,111,106.4,79.0,normal
2026-05-27T19:00,Student Center,Dining,60,106.25,79.0,normal
2026-05-27T19:00,Mesa Housing,Residence,70,96.53,79.0,normal
2026-05-27T19:00,Arts Annex,Studio,19,53.49,79.0,normal
2026-05-27T19:00,Bio Research,Lab,28,111.03,79.0,normal
2026-05-27T20:00,Engineering Hall,Lab,40,109.49,79.6,normal
2026-05-27T20:00,Science Library,Study,61,83.77,79.6,normal
2026-05-27T20:00,Student Center,Dining,78,123.74,79.6,normal
2026-05-27T20:00,Mesa Housing,Residence,56,97.19,79.6,normal
2026-05-27T20:00,Arts Annex,Studio,13,53.75,79.6,normal
2026-05-27T20:00,Bio Research,Lab,32,118.74,79.6,normal
2026-05-27T21:00,Engineering Hall,Lab,35,105.1,75.8,normal
2026-05-27T21:00,Science Library,Study,67,90.83,75.8,normal
2026-05-27T21:00,Student Center,Dining,43,97.5,75.8,normal
2026-05-27T21:00,Mesa Housing,Residence,79,97.9,75.8,normal
2026-05-27T21:00,Arts Annex,Studio,22,53.46,75.8,normal
2026-05-27T21:00,Bio Research,Lab,21,108.0,75.8,normal
2026-05-27T22:00,Engineering Hall,Lab,21,162.31,75.8,HVAC left on
2026-05-27T22:00,Science Library,Study,76,86.05,75.8,normal
2026-05-27T22:00,Student Center,Dining,23,86.19,75.8,normal
2026-05-27T22:00,Mesa Housing,Residence,52,83.95,75.8,normal
2026-05-27T22:00,Arts Annex,Studio,12,44.91,75.8,normal
2026-05-27T22:00,Bio Research,Lab,22,103.6,75.8,normal
2026-05-27T23:00,Engineering Hall,Lab,17,89.9,73.8,normal
2026-05-27T23:00,Science Library,Study,74,91.24,73.8,normal
2026-05-27T23:00,Student Center,Dining,27,84.84,73.8,normal
2026-05-27T23:00,Mesa Housing,Residence,90,103.34,73.8,normal
2026-05-27T23:00,Arts Annex,Studio,15,50.89,73.8,normal
2026-05-27T23:00,Bio Research,Lab,23,99.85,73.8,normal
2026-05-28T00:00,Engineering Hall,Lab,12,90.07,71.6,normal
2026-05-28T00:00,Science Library,Study,26,68.27,71.6,normal
2026-05-28T00:00,Student Center,Dining,23,84.8,71.6,normal
2026-05-28T00:00,Mesa Housing,Residence,101,100.32,71.6,normal
2026-05-28T00:00,Arts Annex,Studio,8,40.94,71.6,normal
2026-05-28T00:00,Bio Research,Lab,14,101.44,71.6,normal
2026-05-28T01:00,Engineering Hall,Lab,15,87.1,65.4,normal
2026-05-28T01:00,Science Library,Study,28,65.12,65.4,normal
2026-05-28T01:00,Student Center,Dining,27,85.16,65.4,normal
2026-05-28T01:00,Mesa Housing,Residence,62,90.65,65.4,normal
2026-05-28T01:00,Arts Annex,Studio,10,44.46,65.4,normal
2026-05-28T01:00,Bio Research,Lab,13,98.84,65.4,normal
2026-05-28T02:00,Engineering Hall,Lab,11,87.84,63.3,normal
2026-05-28T02:00,Science Library,Study,18,61.82,63.3,normal
2026-05-28T02:00,Student Center,Dining,16,79.12,63.3,normal
2026-05-28T02:00,Mesa Housing,Residence,118,107.43,63.3,normal
2026-05-28T02:00,Arts Annex,Studio,9,42.44,63.3,normal
2026-05-28T02:00,Bio Research,Lab,14,96.07,63.3,normal
2026-05-28T03:00,Engineering Hall,Lab,11,83.64,61.7,normal
2026-05-28T03:00,Science Library,Study,28,66.18,61.7,normal
2026-05-28T03:00,Student Center,Dining,15,84.66,61.7,normal
2026-05-28T03:00,Mesa Housing,Residence,91,94.02,61.7,normal
2026-05-28T03:00,Arts Annex,Studio,13,40.41,61.7,normal
2026-05-28T03:00,Bio Research,Lab,17,95.42,61.7,normal
2026-05-28T04:00,Engineering Hall,Lab,14,94.78,59.1,normal
2026-05-28T04:00,Science Library,Study,22,67.22,59.1,normal
2026-05-28T04:00,Student Center,Dining,17,82.24,59.1,normal
2026-05-28T04:00,Mesa Housing,Residence,121,108.43,59.1,normal
2026-05-28T04:00,Arts Annex,Studio,10,41.79,59.1,normal
2026-05-28T04:00,Bio Research,Lab,20,99.2,59.1,normal
2026-05-28T05:00,Engineering Hall,Lab,27,92.4,57.2,normal
2026-05-28T05:00,Science Library,Study,29,65.77,57.2,normal
2026-05-28T05:00,Student Center,Dining,17,86.36,57.2,normal
2026-05-28T05:00,Mesa Housing,Residence,60,91.74,57.2,normal
2026-05-28T05:00,Arts Annex,Studio,16,51.84,57.2,normal
2026-05-28T05:00,Bio Research,Lab,20,99.21,57.2,normal
2026-05-28T06:00,Engineering Hall,Lab,27,101.65,53.7,normal
2026-05-28T06:00,Science Library,Study,24,67.57,53.7,normal
2026-05-28T06:00,Student Center,Dining,29,88.82,53.7,normal
2026-05-28T06:00,Mesa Housing,Residence,108,112.38,53.7,normal
2026-05-28T06:00,Arts Annex,Studio,12,52.38,53.7,normal
2026-05-28T06:00,Bio Research,Lab,20,105.14,53.7,normal
2026-05-28T07:00,Engineering Hall,Lab,42,105.92,53.0,normal
2026-05-28T07:00,Science Library,Study,47,80.06,53.0,normal
2026-05-28T07:00,Student Center,Dining,20,87.47,53.0,normal
2026-05-28T07:00,Mesa Housing,Residence,99,110.41,53.0,normal
2026-05-28T07:00,Arts Annex,Studio,15,44.91,53.0,normal
2026-05-28T07:00,Bio Research,Lab,41,115.3,53.0,normal
2026-05-28T08:00,Engineering Hall,Lab,65,114.06,54.9,normal
2026-05-28T08:00,Science Library,Study,36,71.2,54.9,normal
2026-05-28T08:00,Student Center,Dining,25,90.31,54.9,normal
2026-05-28T08:00,Mesa Housing,Residence,89,103.06,54.9,normal
2026-05-28T08:00,Arts Annex,Studio,33,56.32,54.9,normal
2026-05-28T08:00,Bio Research,Lab,55,121.08,54.9,normal
2026-05-28T09:00,Engineering Hall,Lab,60,113.26,55.8,normal
2026-05-28T09:00,Science Library,Study,69,83.8,55.8,normal
2026-05-28T09:00,Student Center,Dining,34,97.75,55.8,normal
2026-05-28T09:00,Mesa Housing,Residence,104,107.12,55.8,normal
2026-05-28T09:00,Arts Annex,Studio,24,50.65,55.8,normal
2026-05-28T09:00,Bio Research,Lab,57,120.17,55.8,normal
2026-05-28T10:00,Engineering Hall,Lab,90,128.6,60.4,normal
2026-05-28T10:00,Science Library,Study,50,79.49,60.4,normal
2026-05-28T10:00,Student Center,Dining,73,109.23,60.4,normal
2026-05-28T10:00,Mesa Housing,Residence,82,98.96,60.4,normal
2026-05-28T10:00,Arts Annex,Studio,50,60.31,60.4,normal
